“id”,“project_number”,“project_name”,"project_address",“project_city”,“project_province”,“registration_date”,“certification_date”,certification_level,rating_system,“project_size”,project_type,owner_type
"1621","15251","Bibliothèque Saul Bellow","3100 Saint-Antoine","Montréal","Quebec","2011-11-25","2016-07-22","1",“26”,"2652",“15”,"3"
"1622","14699","Capilano Library","3045 Highland Boulevard","North Vancouver","British Columbia","2008-04-15","2012-05-24","1",“35”,"1556",“15”,"3"
"1623","14536","Semiahmoo Library and Community Policing Station","1815 152nd Street","Surrey","British Columbia","2002-08-26","2004-01-22","2",“10”,"3007",“15”,"3"
"1624","13953","West Vancouver Memorial Library","1950 Marine Drive","Vancouver","British Columbia","2009-09-01","2011-06-27","2",“23”,"5203",“15”,"3"
"1625","10248","Lois Hole Library","69th Avenue & 178th Street","Edmonton","Alberta","2005-12-23","2014-09-11","2",“25”,"2450",“15”,"3"
"1626","13782","Halton Hills Library and Cultural Centre","9 Church Street","Georgetown","Ontario","2010-07-07","2014-04-07","2",“25”,"4645",“15”,"3"
"1627","11418","Cookstown Public Library and 4","20 Church Street","Innisfil","Ontario","2008-06-17","2012-09-11","2",“25”,"928",“15”,"3"
"1628","10948","Milton Branch Library - Beaty Branch","945 Fourth Line","Milton","Ontario","2007-11-09","2012-11-20","2",“25”,"1045",“15”,"3"
"1629","12732","Centre culturel de Notre Dame de Grâce","6400, avenue de Monkland","Montréal","Quebec","2010-01-25","2017-03-24","2",“25”,"4300",“15”,"3"
"1630","12731","Bibliothèque Marc-Favreau","622, boulevard Rosemont","Montréal","Quebec","2009-12-08","2015-11-04","2",“25”,"3317",“15”,"3"
"1631","10533","Lynn Valley Main Library","1277 Lynn Valley Road","North Vancouver","British Columbia","2007-12-20","2012-03-07","2",“25”,"4035",“15”,"3"
"1632","11805","Orillia Public Library","36 Mississauga St, W","Orillia","Ontario","2008-12-04","2015-01-12","2",“25”,"4388",“15”,"3"
"1633","13298","Scugog Memorial Public Library","231 Water Street","Port Perry","Ontario","2010-04-29","2014-03-07","2",“25”,"1486",“15”,"3"
"1634","13500","Mary J.L. Black Branch Library","901 South Edward Street","Thunder Bay","Ontario","2010-05-20","2012-12-10","2",“25”,"877",“15”,"3"
"1635","13483","Sheep River Library Project","131 Main St.","Turner Valley","Alberta","2010-05-10","2012-11-19","2",“25”,"931",“15”,"3"
"1636","10258","Saanich Centennial Library","3100 Tillicum Road","Victoria","British Columbia","2006-01-18","2010-04-06","2",“25”,"1400",“15”,"3"
"1637","15152","Highlands Branch Library","6710 118 Avenue NW","Edmonton","Alberta","2011-09-22","2017-12-05","2",“26”,"1095",“15”,"3"
"1638","15262","Beaverbrook Branch","2500 Campeau Dr.","Ottawa","Ontario","2011-11-30","2016-03-24","2",“26”,"2306",“15”,"3"
"1639","11458","North Kamloops Library at Library Square","689 Tranquille Rd","Kamloops","British Columbia","2008-07-03","2012-08-13","3",“20”,"1910",“15”,"3"
"1640","13378","Halton Hills Public Library - Acton Branch","17 River Street","Acton","Ontario","2010-05-04","2012-05-09","3",“25”,"854",“15”,"3"
"1641","12565","Public Library and Cultural Centre","425 Holland Street West","Bradford","Ontario","2009-10-06","2012-07-24","3",“25”,"4301",“15”,"3"
"1642","12843","Signal Hill Library Expansion & Renovation","5994 Signal Hill Centre SW","Calgary","Alberta","2009-12-09","2012-09-25","3",“25”,"1712",“15”,"3"
"1643","10945","Collingwood Library & Municipal Office Bldg","55 Ste. Marie Street","Collingwood","Ontario","2007-10-11","2011-06-20","3",“25”,"2808",“15”,"3"
"1644","13608","Jasper Place Library","9010 - 156 Street","Edmonton","Alberta","2010-06-14","2016-09-15","3",“25”,"1476",“15”,"3"
"1645","13625","Halifax Central Library","5440 Spring Garden Road","Halifax","Nova Scotia","2010-06-23","2016-09-15","3",“25”,"12479",“15”,"3"
"1646","10909","Calvin Park Branch Library","88 Wright Cres","Kingston","Ontario","2007-10-19","2011-03-22","3",“25”,"1056",“15”,"3"
"1647","12866","Kitchener Central Library","85 Queen St. North","Kitchener","Ontario","2010-01-12","2015-09-29","3",“25”,"10200",“15”,"3"
"1648","10625","North Vancouver City Library","120 W 14th Street","North Vancouver","British Columbia","2008-04-18","2015-02-13","3",“25”,"3393",“15”,"3"
"1649","13264","Surrey City Centre Library","10350 University Drive","Surrey","British Columbia","2010-03-22","2014-02-25","3",“25”,"7686",“15”,"3"
"1650","10110","Whistler Public Library","4329 Main Street","Whistler","British Columbia","2005-01-28","2010-07-13","3",“25”,"1405",“15”,"3"
"1651","10460","Confidential Project",,,"British Columbia","2006-11-03","2012-05-28","3",“25”,"1800",“15”,"3"
"1652","17077","Mill Woods Library and Senior Centre","2610 Hewes Way NW","Edmonton","Alberta","2014-07-18","2017-12-01","3",“26”,"4644",“15”,"3"
"1653","15377","Bibliothèque de Varennes multifonctionnelle nette zéro","2221 Boul. René Gaultier","Varennes","Quebec","2012-03-02","2016-06-09","3",“26”,"2241",“15”,"3"
"1654","14511","Nouvelle aile de la bibliothèque de la Ville de Mont-Royal","90 avenue Roosevelt","Ville de Mont-Royal","Quebec","2011-04-07","2014-07-15","3",“26”,"1220",“15”,"3"
"1655","12435","Bibliothèque du Boisé","2727 boulevard Thimens","Saint-Laurent","Quebec","2009-09-14","2015-03-17","4",“25”,"6476",“15”,"3"
"1656","11935","Leeder Place Family Shelter","18838 Yonge Street","East Gwillimbury","Ontario","2009-01-22","2010-09-08","2",“25”,"1185","16","3"
"1657","11757","Sunnyside Supportive Housing and Sunnyside Wellness Centre","245 Franklin Street","Kitchener","Ontario","2008-10-28","2013-04-24","2",“25”,"3887","16","3"
"1658","15533","Birchwood Place: Fitch East Building","235 Fitch Street","Welland","Ontario","2012-05-23","2015-12-09","2",“26”,"5110","16","3"
"1659","13923","Habitation Raymond-Goyer","776, 81 Avenue","Chomedey","Quebec","2010-12-17","2013-05-09","1",“26”,"5498","17","3"
"1660","13711","Mackenzie Green","145 Essex Avenue","Richmond Hill","Ontario","2010-06-17","2014-01-13","2",“25”,"12594","17","3"
"1661","16591","Richmond Hill Hub","10415 Yonge Street","Richmond Hill","Ontario","2013-09-23","2016-10-20","2",“26”,"18470","17","3"
"1662","10656","Tom Taylor Place","615 Fernbank Rd.","Newmarket","Ontario","2007-03-29","2010-09-22","3",“25”,"4781","17","3"
"1663","12097","West Don Lands: 585 King Street East, 40 Lower River Street and 45 St. Lawrence Street","585 King Street East; 40 Lower River Street; 45 St. Lawrence Street","Toronto","Ontario","2009-03-24","2015-08-18","3",“25”,"19134","17","3"
"1664","12237","230 Sackville,  Regent Park","230 Sackville St.","Toronto","Ontario","2009-06-02","2014-11-14","3",“25”,"16289","17","3"
"1665","10731","60 Richmond Street East","60 Richmond St. E.","Toronto","Ontario","2007-06-01","2012-05-17","3",“25”,"7865","17","3"
"1666","10517","Millennium Water - 1661 Ontario Street (Parcel 9)","1661 Ontario Street","Vancouver","British Columbia","2007-02-20","2010-06-02","3",“25”,"3926","17","3"
"1667","11392","Mapleglen Residences","2185 Major Mackenzie Drive","Vaughan","Ontario","2008-06-23","2013-06-18","3",“25”,"7630","17","3"
"1668","15906","Taylor Manor Addition","951 Boundary Road","Vancouver","British Columbia","2012-11-06","2016-04-19","3",“26”,"2018","17","3"
"1669","10516","City of Vancouver Housing - Net Zero Building (SEFC Parcel 9)","51 W. 1st Avenue","Vancouver","British Columbia","2007-02-20","2010-08-13","4",“25”,"4489","17","3"
"1670","10778","Innisfil Town Hall","Innisfil Beach Road","Innisfil","Ontario","2007-07-20","2012-09-17","1",“25”,"3556",“18”,"3"
"1671","10471","Confidential Project",,,"Alberta","2006-11-24","2017-03-06","1",“25”,"6460",“18”,"3"
"1672","10472","Confidential Project",,,"Alberta","2006-11-24","2017-03-06","1",“25”,"16100",“18”,"3"
"1673","15221","Rebecca Street","257 Rebecca Street","Oakville","Ontario","2011-10-06","2013-03-19","1",“41”,"30658",“18”,"3"
"1674","12805","Kanata Recreation Complex – 2nd Floor Renovations","100 Walter Baker Place","Kanata","Ontario","2009-11-09","2012-12-12","2",“20”,"2103",“18”,"3"
"1675","12459","RDKB Administrative Offices","202-843 Rossland Avenue","Trail","British Columbia","2009-08-14","2013-03-26","2",“20”,"2265",“18”,"3"
"1676","11507","Fredericton Convention Centre","675 King Street","Fredericton","New Brunswick","2008-07-29","2014-03-07","2",“21”,"23399",“18”,"3"
"1677","11416","Ajax Operations Centre","800 Salem Road N.","Ajax","Ontario","2008-06-17","2017-08-03","2",“25”,"5344",“18”,"3"
"1678","13389","Accessible Transportation (Transhelp) Facility and Copper Yard Expansion","2 Copper Road","Brampton","Ontario","2010-04-23","2015-08-14","2",“25”,"4174",“18”,"3"
"1679","12928","Corner Brook City Hall","5 Park Street","Corner Brook","Newfoundland and Labrador","2009-12-01","2013-09-18","2",“25”,"6500",“18”,"3"
"1680","10902","Waterloo Landfill South Workshop","Glasgow Street","Kitchener","Ontario","2007-10-09","2011-02-16","2",“25”,"1980",“18”,"3"
"1681","10771","Mannheim Water Treatment Plant Expansion","2069 Ottawa Street South","Kitchener","Ontario","2007-07-09","2011-02-04","2",“25”,"2505",“18”,"3"
"1682","13558","Milton Operations Centre","5670 Regional Road 25","Milton","Ontario","2010-05-25","2017-02-07","2",“25”,"3896",“18”,"3"
"1683","11403","Newmarket Operations Centre","1275 Maple Hill Court","Newmarket","Ontario","2008-06-10","2013-05-30","2",“25”,"6476",“18”,"3"
"1684","12410","Brooklyn Fire Hall / Civic Centre","P.O.Box 136","Newport","Nova Scotia","2009-07-27","2013-12-13","2",“25”,"2160",“18”,"3"
"1685","10950","Centre des Arts Shenkman Arts Centre","245 Centrum Boulevard","Orleans","Ontario","2009-02-17","2013-05-22","2",“25”,"10294",“18”,"3"
"1686","11419","Northern Sunrise County and Partners Regional Water System Treatment Plant","Bag 1300 9750 - 100 Street (PO Box 1300)","Peace River","Alberta","2008-06-30","2012-09-04","2",“25”,"280",“18”,"3"
"1687","11356","Saint John Transit Commission Operations Centre","MacDonald Street,","Saint John","New Brunswick","2008-05-29","2012-09-11","2",“25”,"13550",“18”,"3"
"1688","10697","John M. Harper Branch Library and Stork Family YMCA","500 Fischer-Hallman Road N.","Waterloo","Ontario","2007-06-11","2012-11-14","2",“25”,"5978",“18”,"3"
"1689","13331","Canmore Multiplex - Elevation Place","700 Railway Avenue","Canmore","Alberta","2010-04-01","2017-05-15","2",“26”,"8750",“18”,"3"
"1690","13657","Badlands Community Facility","800 Riverside Drive East","Drumheller","Alberta","2010-11-17","2015-01-15","2",“26”,"7767",“18”,"3"
"1691","15508","Lansdowne Park","1015 Bank Street","Ottawa","Ontario","2012-04-05","2016-03-22","2",“41”,"4",“18”,"3"
"1692","15515","Anvil Centre and Office Building","11 - 8th Street","New Westminster","British Columbia","2012-05-08","2017-02-08","3",“22”,"22388",“18”,"3"
"1693","10174","Pine Creek Operations and Maintenance Building","3131 - 210 Avenue SE","Calgary","Alberta","2005-04-29","2009-02-09","3",“25”,"3220",“18”,"3"
"1694","11218","Coquitlam UV Disinfection Facility","2052 Pipeline Road","Coquitlam","British Columbia","2008-03-25","2015-05-21","3",“25”,"2800",“18”,"3"
"1695","12761","Écocentre Saint-Laurent","3535, rue Sartelon","Montréal","Quebec","2010-09-01","2017-01-31","3",“25”,"429",“18”,"3"
"1696","10811","Strathcona County Community Centre","2001 Sherwood Drive","Sherwood Park","Alberta","2007-07-17","2013-06-15","3",“25”,"17250",“18”,"3"
"1697","12829","Sicamous District Hall","446 Main St and 453/457 Finlayson Road","Sicamous","British Columbia","2009-11-13","2015-09-10","3",“25”,"1378",“18”,"3"
"1698","12110","The Pavilion at Sherbourne Common","Sherbourne Park","Toronto","Ontario","2009-04-28","2013-03-08","3",“25”,"184",“18”,"3"
"1699","13779","The City of Winnipeg, Public Works East Yard Complex","Southeast Corner of Thomas Street and Foster Avenue","Winnipeg","Manitoba","2010-06-18","2014-05-02","3",“25”,"11553",“18”,"3"
"1700","17021","Confidential Project",,,"Alberta","2014-08-14","2017-03-16","3",“26”,"3322",“18”,"3"
"1701","14646","Southeast False Creek Neighbourhood","Vancouver, BC","Vancouver","British Columbia","2007-06-27","2010-02-03","4",“42”,"557418",“18”,"3"
"1702","11035","Alderwood Long Term Care","42 Jones St.","Baddeck","Nova Scotia","2007-12-18","2013-02-27","2",“25”,"6112","20","3"
"1703","11037","Tideview Terrace Long Term Care Facility","51 West Street","Digby","Nova Scotia","2007-12-18","2014-08-23","2",“25”,"8332","20","3"
"1704","11068","Georgian Village Main Building","101 Thompsons Road, Blocks A, B, C, D, E, F and G","Penetanguishene","Ontario","2008-01-07","2015-07-16","2",“25”,"26409","20","3"
"1705","11100","The Lodge Home Areas for Residents with Dementia","960 Notre Dame Avenue","Sudbury","Ontario","2008-01-28","2014-01-20","2",“25”,"5232","20","3"
"1706","11131","Confidential Project",,,"Ontario","2008-02-25","2012-02-28","2",“25”,"1765","20","3"
"1707","11132","Confidential Project",,,"Ontario","2008-02-25","2012-02-28","2",“25”,"1848","20","3"
"1708","14839","Deer Park Villa Long-Term Care Home","150 Central Ave.","Grimsby","Ontario","2011-04-21","2015-03-30","2",“26”,"4194","20","3"
"1709","13752","Fairview Lodge Long-Term Care Home","632 Dundas St. West","Whitby","Ontario","2010-07-08","2017-06-07","3",“25”,"15878","20","3"
"1710","14557","Alberta Urban Municipalities Association Addition and Renovations","10507 Saskatchewan Drive NW","Edmonton","Alberta","2004-01-08","2004-06-25","1",“11”,"892",“21”,"3"
"1711","15454","City of Calgary, Municipal Building, 12th Floor","800 Macleod Trail SE","Calgary","Alberta","2012-04-16","2015-05-05","1",“20”,"2658",“21”,"3"
"1712","13276","Communauté métropolitaine de Québec - Édifice Delta 3","2875, boulevard Laurier","Québec","Quebec","2010-03-24","2013-05-13","1",“20”,"559",“21”,"3"
"1713","17307","City of Spruce Grove King Street Mall Office","414 King St.","Spruce Grove","Alberta","2014-10-22","2017-08-25","1",“20”,"670",“21”,"3"
"1714","10551","Milton Town Hall Expansion","43 Brown Street","Milton","Ontario","2007-01-29","2012-08-07","1",“25”,"4803",“21”,"3"
"1715","12109","Harbourview Lodge Continuing Care Centre","22639 Highway #7","Sheet Harbour","Nova Scotia","2009-04-02","2013-11-15","1",“25”,"2601",“21”,"3"
"1716","10766","Town Office and Government Building","10 Main Street","Slave Lake","Alberta","2007-06-08","2017-02-07","1",“25”,"8165",“21”,"3"
"1717","10089","Spruce Grove City Hall","315 Jesperson Avenue","Spruce Grove","Alberta","2004-12-22","2006-04-20","1",“25”,"3149",“21”,"3"
"1718","14539","Canmore Civic Centre","9th St & 7th Ave","Canmore","Alberta","2002-10-22","2005-02-16","2",“10”,"2323",“21”,"3"
"1719","16168","Calgary Municipal Building 8th Floor","Floor 8, 800 Macleod Trail SE","Calgary","Alberta","2013-04-05","2017-12-13","2",“20”,"4545",“21”,"3"
"1720","16266","Georgina Thomson Building","772 Northmount Drive NW","Calgary","Alberta","2013-06-06","2017-05-04","2",“20”,"541",“21”,"3"
"1721","16099","Spring Gardens Building D","928-32 Ave, NE, Building D","Calgary","Alberta","2013-02-28","2016-10-13","2",“20”,"1138",“21”,"3"
"1722","15453","Municipal Building 9th Floor","9th Fl., 800 Macleod Trail SE","Calgary","Alberta","2012-04-16","2015-04-09","2",“20”,"3510",“21”,"3"
"1723","13167","Calgary Police Service - Westwinds Campus East Building","5111 47th Street NE","Calgary","Alberta","2010-02-09","2014-10-07","2",“20”,"40607",“21”,"3"
"1724","12098","Ad Valorem Place","2924 - 11 Street NE","Calgary","Alberta","2009-04-21","2010-11-05","2",“20”,"7689",“21”,"3"
"1725","10547","801 Brennan, Centre administratif","31 rue Duke","Montréal","Quebec","2007-05-01","2009-02-03","2",“20”,"29647",“21”,"3"
"1726","13171","Confidential Project",,,"Manitoba","2010-02-10","2011-09-22","2",“20”,"836",“21”,"3"
"1727","14029","The Regional Municipality of York Administrative Centre","17250 Yonge Street","Newmarket","Ontario","2010-10-25","2016-03-31","2",“23”,"29700",“21”,"3"
"1728","11357","Fort Edmonton Park - Administration Building","Fort Edmonton Park","Edmonton","Alberta","2008-05-21","2013-08-28","2",“25”,"645",“21”,"3"
"1729","10244","Yellowhead County Administration Building","2716 - 1st Avenue","Edson","Alberta","2005-12-08","2007-11-23","2",“25”,"1596",“21”,"3"
"1730","11300","Grimsby Town Hall - Renovation & Expansion","160 Livingstone Ave","Grimsby","Ontario","2008-08-07","2013-03-25","2",“25”,"2647",“21”,"3"
"1731","13376","Utilities Kingston Building - 85 Lappan's Lane","85 Lappan's Lane","Kingston","Ontario","2010-04-20","2017-01-18","2",“25”,"4235",“21”,"3"
"1732","12324","Township of Springwater Administration Centre","2231 Nursery Road","Midhurst","Ontario","2010-04-29","2012-12-03","2",“25”,"2045",“21”,"3"
"1733","11718","Regional District of Nanaimo Administration and Transit Building Expansion Project","6300 Hammond Bay Road","Nanaimo","British Columbia","2008-11-14","2013-09-18","2",“25”,"814",“21”,"3"
"1734","12825","City of North Vancouver Civic Centre East Wing and Atrium","141 West 14th Street","North Vancouver","British Columbia","2009-11-12","2016-11-21","2",“25”,"2352",“21”,"3"
"1735","13610","Conroy Public  Works Yard Ottawa","3100 Conroy Road","Ottawa","Ontario","2010-12-16","2013-06-27","2",“25”,"2654",“21”,"3"
"1736","11345","Social Services Integration Project","1 Beechwood Drive","Parry Sound","Ontario","2008-05-13","2011-10-13","2",“25”,"1421",“21”,"3"
"1737","13603","PUC Complex","500 Second Line East","Sault Ste. Marie","Ontario","2010-05-31","2017-09-15","2",“25”,"3400",“21”,"3"
"1738","10270","Campbell East, Niagara Regional Headquarters","2201 St. David's Road","Thorold","Ontario","2006-03-17","2007-08-30","2",“25”,"10300",“21”,"3"
"1739","13640","Toronto Police Service 14 Division","350 Dovercourt Road","Toronto","Ontario","2010-06-08","2015-05-14","2",“25”,"11372",“21”,"3"
"1740","12377","Waterloo Waste Water Treatment Plant Expansion - Administration Building","340 University Ave. East","Waterloo","Ontario","2009-08-06","2015-03-27","2",“25”,"596",“21”,"3"
"1741","10418","Oxford County Administration Building","21 Reeve Street","Woodstock","Ontario","2006-10-03","2009-02-26","2",“25”,"7806",“21”,"3"
"1742","16325","City of Surrey Operations Centre","6651 148 Street, & 14687 66th Avenue","Surrey","British Columbia","2013-07-16","2016-12-05","2",“26”,"10145",“21”,"3"
"1743","14571","Township of Langley Civic Facility","20338 - 65th Avenue","Langley","British Columbia","2004-11-19","2007-02-01","2",“28”,"5388",“21”,"3"
"1744","16162","Calgary Public Building Levels 3 - 6","201 8th Avenue South-West","Calgary","Alberta","2013-04-18","2017-05-11","3",“20”,"14127",“21”,"3"
"1745","15959","Andrew Davison Office Levels 3 and 4","133 6th Avenue SE, 3rd and 4th Flrs.","Calgary","Alberta","2013-05-21","2016-03-24","3",“20”,"2166",“21”,"3"
"1746","10668","Integrated Transit Control Centre 875 Belfast","875 Belfast Road","Ottawa","Ontario","2007-03-29","2012-09-19","3",“20”,"1346",“21”,"3"
"1747","13251","Westbrook Centre","1417C - 33 Street SW","Calgary","Alberta","2010-04-16","2014-12-05","3",“22”,"8920",“21”,"3"
"1748","10084","The Water Centre","621 25th Avenue","Calgary","Alberta","2004-12-14","2009-11-18","3",“25”,"15352",“21”,"3"
"1749","10269","Cambridge City Hall","50 Dickson Street PO BOX 669","Cambridge","Ontario","2006-02-07","2008-07-31","3",“25”,"7558",“21”,"3"
"1750","13375","City of Kingston Public Works Staff & Operations Building","701 Division Street","Kingston","Ontario","2010-04-20","2015-04-13","3",“25”,"2427",“21”,"3"
"1751","12416","Simcoe County Administration Centre Addition","1110 Highway 26","Midhurst","Ontario","2009-11-12","2012-10-31","3",“25”,"6551",“21”,"3"
"1752","11407","Lakeview Water Treatment Plant Administration and Maintenance Building (LAMB)","920 East Avenue","Mississauga","Ontario","2008-06-16","2014-06-27","3",“25”,"4000",“21”,"3"
"1753","12051","James Bartleman Archives and Library Materials Centre","Centerpointe","Ottawa","Ontario","2009-03-25","2012-09-06","3",“25”,"7559",“21”,"3"
"1754","10427","Rideau Valley Conservation Centre","3691 Prince of Wales Drive","Ottawa","Ontario","2006-10-04","2008-09-08","3",“25”,"1999",“21”,"3"
"1755","12215","ICBC Port Coquitlam Driver Licensing Office","1930 Oxford Connector","Port Coquitlam","British Columbia","2010-04-22","2012-05-31","3",“25”,"836",“21”,"3"
"1756","13193","The Blue Mountains Town Hall","32 Mill Street","Thornbury","Ontario","2010-03-16","2012-05-03","3",“25”,"1777",“21”,"3"
"1757","10633","Vaughan City Hall","2141 Major Mackenzie Drive","Vaughan","Ontario","2007-05-02","2014-10-17","3",“25”,"29203",“21”,"3"
"1758","10289","PowerStream Corporate Head Office","161 Cityview Boulevard","Vaughan","Ontario","2006-03-23","2008-09-24","3",“25”,"9801",“21”,"3"
"1759","10162","Capital Regional District Headquarters - Phase 2","625 Fisgaurd","Victoria","British Columbia","2005-04-15","2007-09-14","3",“25”,"4320",“21”,"3"
"1760","16504","City of Brampton - City Hall Addition & West Tower","41 George St. & 33 Queen St. W.","Brampton","Ontario","2013-09-11","2016-03-04","3",“26”,"13089",“21”,"3"
"1761","16879","Calgary Parking Authority Impound Lot Administrative Building","400   39th Avenue SE","Calgary","Alberta","2014-03-14","2018-01-10","3",“26”,"1533",“21”,"3"
"1762","14175","Valley Waste-Resource Management Office","90 Donald Hiltz Connector Road","Kentville","Nova Scotia","2011-02-16","2014-10-29","3",“26”,"752",“21”,"3"
"1763","16286","20 Weber Street East","20 Weber Street East","Kitchener","Ontario","2013-08-19","2016-11-08","3",“26”,"5827",“21”,"3"
"1764","11470","Watershed Conservation Centre","1424 Clarke Road","London","Ontario","2008-07-09","2014-04-24","4",“25”,"3418",“21”,"3"
"1765","11415","Burlington Transit Administration and Maintenance Facility","3332 Harvester Road","Burlington","Ontario","2008-06-16","2014-09-22","1",“25”,"6555",“22”,"3"
"1766","10983","OC Transpo Dispatch and Maintenance Garage / Garage de répartition et d’entretien d’OC Transpo","745 Industrial Avenue","Ottawa","Ontario","2008-02-07","2016-10-03","1",“25”,"953",“22”,"3"
"1767","11738","City of Saskatoon: Access Transit Garage","510 46th Street E","Saskatoon","Saskatchewan","2008-10-30","2015-02-24","1",“25”,"4509",“22”,"3"
"1768","12443","Metrobus Transit Terminal","25 Messenger Drive","St. John's","Newfoundland and Labrador","2009-09-01","2016-08-30","1",“25”,"11309",“22”,"3"
"1769","10112","Squamish Lil'wat Cultural Centre","4584 Blackcomb Way","Whistler","British Columbia","2005-07-21","2016-01-06","1",“25”,"2650",“22”,"3"
"1770","13405","Confidential Project",,,"Nova Scotia","2010-04-30","2017-10-05","1",“25”,"1993",“22”,"3"
"1771","13834","Dawson Creek - Reclaimed Water Project","11604 - 1st Street","Dawson Creek","British Columbia","2010-08-25","2014-02-18","1",“26”,"370",“22”,"3"
"1772","15479","Kingston Transit Garage","1181 John Counter Boulevard","Kingston","Ontario","2012-04-18","2015-04-13","1",“26”,"3810",“22”,"3"
"1773","14533","Spring Creek Fire Hall","1505 Spring Creek Drive","Whistler","British Columbia","2002-05-10","2004-10-15","2",“10”,"610",“22”,"3"
"1774","13268","Region of Waterloo International Airport Operations Centre","75 New Germany Lane","Breslau","Ontario","2010-03-23","2012-12-06","2",“25”,"2369",“22”,"3"
"1775","13589","City of Dryden Waste Water Treatment Plant","129 Marguerite Street","Dryden","Ontario","2010-06-28","2016-11-30","2",“25”,"1343",“22”,"3"
"1776","13675","The Meadows Community Recreation Centre and The Meadows Library","2304 & 2704 17 Street","Edmonton","Alberta","2010-06-14","2016-12-19","2",“25”,"20900",“22”,"3"
"1777","12027","Animal Care and Control Centre","13620 163 Street NW","Edmonton","Alberta","2009-02-25","2014-12-16","2",“25”,"2453",“22”,"3"
"1778","10674","ETS Centennial Garage, City of Edmonton","156 Street and Ellerslie Road","Edmonton","Alberta","2007-04-02","2012-08-23","2",“25”,"29413",“22”,"3"
"1779","12750","City of Guelph Civic Museum","52 Norfolk St","Guelph","Ontario","2009-11-30","2014-08-25","2",“25”,"2899",“22”,"3"
"1780","11388","Waterloo Region Museum","10 Huron Road","Kitchener","Ontario","2008-06-23","2012-08-27","2",“25”,"4186",“22”,"3"
"1781","13402","Trail Waste Facility / Décharge contrôlée Trail","4475 Trail Road","Ottawa","Ontario","2010-06-02","2015-02-20","2",“25”,"3315",“22”,"3"
"1782","13560","Centre récréatif François-Dupuis / François Dupuis Recreation Centre","2263 Portobello Drive","Ottawa","Ontario","2010-05-25","2014-04-25","2",“25”,"3475",“22”,"3"
"1783","12524","Centrepointe Theatre Expansion Project","101 Centrepointe Drive","Ottawa","Ontario","2009-09-22","2013-05-22","2",“25”,"3421",“22”,"3"
"1784","11453","Centre Métrobus","730 rue des Rocailles","Quebec","Quebec","2008-07-02","2013-08-20","2",“25”,"15375",“22”,"3"
"1785","11747","Summerland Water Treatment Plant","16700 Prairie Valley Road","Summerland","British Columbia","2008-12-29","2010-04-07","2",“25”,"2800",“22”,"3"
"1786","10382","Toronto Police College","70 Birmingham St.","Toronto","Ontario","2006-09-26","2009-09-09","2",“25”,"28125",“22”,"3"
"1787","11675","York Region Transit Southwest Operations and Maintenance Facility","8300 Keele St.","Vaughan","Ontario","2008-10-23","2014-05-13","2",“25”,"21310",“22”,"3"
"1788","10998","Stouffville Pumping Station","12157 McCowan Rd","Whitchurch-Stouffville","Ontario","2008-02-15","2011-07-11","2",“25”,"327",“22”,"3"
"1789","13004","Confidential Project",,,"Ontario","2009-12-15","2014-10-14","2",“25”,"8396",“22”,"3"
"1790","15896","Clarington Police Complex","2204 - 2010 Bloor St.","Clarington","Ontario","2013-04-11","2017-10-02","2",“26”,"5911",“22”,"3"
"1791","14516","Edmonton Valley Zoo Entry & Wander","13,315 Buena Vista Road Northwest","Edmonton","Alberta","2011-04-08","2015-08-17","2",“26”,"1758",“22”,"3"
"1792","16273","North Operations Depot","3250 Neyagawa Boulevard","Oakville","Ontario","2013-07-05","2016-06-07","2",“26”,"1790",“22”,"3"
"1793","14016","Enercare Centre","100 Princes' Blvd.","Toronto","Ontario","2010-08-25","2014-11-12","3",“23”,"149343",“22”,"3"
"1794","10417","Oliver Bowen LRV Maintenance Facility","3910 - 54th Avenue NE","Calgary","Alberta","2007-02-17","2012-04-06","3",“25”,"19421",“22”,"3"
"1795","12716","Ragged Lake Transit Centre","80-110 Grassy Lake Drive  Ragged Lake Industrial Park","Halifax","Nova Scotia","2009-12-10","2013-06-10","3",“25”,"14275",“22”,"3"
"1796","11761","Museum Collections Building","9350 Highway 48","Markham","Ontario","2008-10-30","2014-03-06","3",“25”,"2021",“22”,"3"
"1797","11659","Écocentre LaSalle","Rue St-Patrick","Montréal","Quebec","2008-09-17","2014-06-25","3",“25”,"718",“22”,"3"
"1798","11117","McCleary Court Community Environmental Centre","McCleary Court","Vaughan","Ontario","2008-02-15","2010-04-07","3",“25”,"800",“22”,"3"
"1799","16576","Community Services Department Service Building","247 Elgin Street North","Cambridge","Ontario","2014-07-16","2015-03-19","3",“26”,"296",“22”,"3"
"1800","15629","Helen Schuler Nature Centre","Indian Battle Road South","Lethbridge","Alberta","2012-07-06","2015-04-23","3",“26”,"962",“22”,"3"
"1801","13023","Planétarium Rio Tinto Alcan","4801, avenue Pierre-De Coubertin","Montréal","Quebec","2010-02-25","2015-07-15","4",“25”,"9987",“22”,"3"
"1802","10311","Fire Rescue Services Capilano Station No. 11","Terrace Road and 98th Avenue","Edmonton","Alberta","2006-05-24","2015-12-02","1",“25”,"1102","23","3"
"1803","10346","Fire Rescue Services Norwood Station No. 5","9020 - 111 Ave","Edmonton","Alberta","2006-06-06","2015-05-20","1",“25”,"1151","23","3"
